rank,idx,feature,weight
1,5,f5,0.2158869332492693
2,0,f0,0.19569763613830446
3,6,f6,0.155217788363841
4,3,f3,0.1489259010915317
5,1,f1,0.1462361504647062
6,2,f2,0.13803559069234733
7,4,f4,0.0
