rank,idx,feature,weight
1,5,f5,0.2164663977821888
2,0,f0,0.18249637824283174
3,3,f3,0.17098970849555126
4,6,f6,0.1518140157670636
5,1,f1,0.14333775637516832
6,2,f2,0.1348957433371964
7,4,f4,0.0
