rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.21739495002831663,0.21739495002831663
2,0,f0,0.18196984529093146,0.18196984529093146
3,2,f2,-0.13094511884781465,0.13094511884781465
4,5,f5,-0.06013910877260781,0.06013910877260781
5,3,f3,-0.03625062094738163,0.03625062094738163
6,6,f6,-0.02293214724106832,0.02293214724106832
7,4,f4,0.0,0.0
