rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.20857567273719987,0.20857567273719987
2,0,f0,0.15593690634593116,0.15593690634593116
3,2,f2,-0.12749459481797898,0.12749459481797898
4,5,f5,-0.06905071179371262,0.06905071179371262
5,6,f6,-0.029008361229493764,0.029008361229493764
6,3,f3,-0.015420845227676548,0.015420845227676548
7,4,f4,0.0,0.0
