rank,idx,feature,weight
1,5,f5,0.19474443657730028
2,3,f3,0.16810371468538954
3,6,f6,0.15578949006189666
4,4,f4,0.14162494218273583
5,2,f2,0.12807198979135548
6,1,f1,0.12214934211461928
7,0,f0,0.08951608458670304
