rank,idx,feature,weight
1,5,f5,0.2202136854789703
2,0,f0,0.19078048988052115
3,3,f3,0.15581462680786345
4,6,f6,0.15356686088415988
5,1,f1,0.14459282765506068
6,2,f2,0.13503150929342456
7,4,f4,0.0
