rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.21117174811711265,0.21117174811711265
2,0,f0,0.18613921718872825,0.18613921718872825
3,2,f2,-0.1318532033555751,0.1318532033555751
4,5,f5,-0.05621444726921034,0.05621444726921034
5,3,f3,-0.05619752544772852,0.05619752544772852
6,6,f6,-0.025244769330078208,0.025244769330078208
7,4,f4,0.0,0.0
