rank,idx,feature,weight
1,5,f5,0.21831390712558288
2,0,f0,0.19317629542671824
3,6,f6,0.15377218881491866
4,3,f3,0.15210974114765716
5,1,f1,0.14596847620912665
6,2,f2,0.13665939127599624
7,4,f4,0.0
