rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.22050330303253787,0.22050330303253787
2,0,f0,0.16181995004656116,0.16181995004656116
3,2,f2,-0.12602039647653923,0.12602039647653923
4,5,f5,-0.12045758530021616,0.12045758530021616
5,6,f6,-0.024005695062740154,0.024005695062740154
6,3,f3,-0.011854614798628408,0.011854614798628408
7,4,f4,-0.008948835668812289,0.008948835668812289
