rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.219024513568218,0.219024513568218
2,0,f0,0.19221233942066845,0.19221233942066845
3,2,f2,-0.1321138453944376,0.1321138453944376
4,5,f5,-0.05754243986040076,0.05754243986040076
5,3,f3,-0.039613305071287346,0.039613305071287346
6,6,f6,-0.0219049556941165,0.0219049556941165
7,4,f4,0.0,0.0
