rank,idx,feature,weight
1,5,f5,0.21485692123452135
2,0,f0,0.20020904036172193
3,6,f6,0.15717453175016186
4,1,f1,0.14514504861638242
5,3,f3,0.14413875497080172
6,2,f2,0.13847570306641083
7,4,f4,0.0
