rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.21044199809221345,0.21044199809221345
2,0,f0,0.15425282356326792,0.15425282356326792
3,2,f2,-0.12974997420000747,0.12974997420000747
4,5,f5,-0.06297800648825856,0.06297800648825856
5,6,f6,-0.026533831079026078,0.026533831079026078
6,3,f3,-0.023738270539325604,0.023738270539325604
7,4,f4,0.0,0.0
