rank,idx,feature,weight
1,0,f0,0.21675701647228854
2,5,f5,0.21195800637716775
3,6,f6,0.16088702410586314
4,1,f1,0.14864019718012872
5,2,f2,0.14266945443076778
6,3,f3,0.11908830143378409
7,4,f4,0.0
