rank,idx,feature,weight
1,5,f5,0.21673680736118908
2,0,f0,0.19966733591031907
3,6,f6,0.15548490129216044
4,1,f1,0.14549390371550683
5,3,f3,0.14434121876151793
6,2,f2,0.1382758329593066
7,4,f4,0.0
