rank,idx,feature,r_ft,abs_r_ft
1,1,f1,-0.21564475798401792,0.21564475798401792
2,0,f0,0.1701441982956971,0.1701441982956971
3,2,f2,-0.1301912192585447,0.1301912192585447
4,5,f5,-0.060953934838226406,0.060953934838226406
5,3,f3,-0.0353670054793346,0.0353670054793346
6,6,f6,-0.02450118624744764,0.02450118624744764
7,4,f4,0.0,0.0
