rank,idx,feature,weight
1,0,f0,0.22270331819120176
2,5,f5,0.20973429447724237
3,6,f6,0.16520585024456497
4,1,f1,0.1506695241091907
5,2,f2,0.14457192627308071
6,3,f3,0.10711508670471949
7,4,f4,0.0
